"REF_DATE","Products and product groups","VALUE"
"1982-12","Homeowners' maintenance and repairs",60.7
"1982-12","Electricity",46.3
"1982-12","Water",39.5
"1982-12","Natural gas",57.9
"1982-12","Fuel oil and other fuels",64.3
"1982-12","Communications",81.5
"1982-12","Household cleaning products",74.7
"1982-12","Paper, plastic and aluminum foil supplies",59.2
"1982-12","Furniture",65.7
"1982-12","Household equipment",80.9
"1982-12","Services related to household furnishings and equipment",49.2
"1982-12","Clothing",66.4
"1982-12","Footwear",68.5
"1982-12","Clothing material, notions and services",54.9
"1982-12","Purchase of passenger vehicles",57.7
"1982-12","Rental of passenger vehicles",57
"1982-12","Gasoline",64.4
"1982-12","Local and commuter transportation",38.4
"1982-12","Inter-city transportation",30.7
"1982-12","Personal care supplies and equipment",73.1
"1982-12","Personal care services",49.3
"1982-12","Recreational equipment and services (excluding recreational vehicles)",109.6
"1982-12","Purchase of recreational vehicles and outboard motors",49.2
"1982-12","Operation of recreational vehicles",50.5
"1982-12","Home entertainment equipment, parts and services",105.6
"1982-12","Education",28.6
"1982-12","Reading material (excluding textbooks)",40.7
"1982-12","Alcoholic beverages served in licensed establishments",46.2
"1982-12","Alcoholic beverages purchased from stores",48.6
"1982-12","Tobacco products and smokers' supplies",23.1
"1983-01","All-items",56.5
"1983-01","Meat",57.9
"1983-01","Dairy products and eggs",62.9
"1983-01","Bakery and cereal products (excluding baby food)",60.6
"1983-01","Fruit, fruit preparations and nuts",62.2
"1983-01","Vegetables and vegetable preparations",57.8
"1983-01","Food purchased from restaurants",52.4
"1983-01","Rented accommodation",59.3
"1983-01","Mortgage interest cost",83.8
"1983-01","Homeowners' replacement cost",57.5
"1983-01","Property taxes and other special charges",47.1
"1983-01","Homeowners' home and mortgage insurance",45.4
"1983-01","Homeowners' maintenance and repairs",60.8
"1983-01","Electricity",49
"1983-01","Water",40.9
"1983-01","Natural gas",58.3
"1983-01","Fuel oil and other fuels",60.9
"1983-01","Communications",81.7
"1983-01","Household cleaning products",75
"1983-01","Paper, plastic and aluminum foil supplies",59.2
"1983-01","Furniture",64.9
"1983-01","Household equipment",81
"1983-01","Services related to household furnishings and equipment",49.1
"1983-01","Clothing",64.8
"1983-01","Footwear",65.9
"1983-01","Clothing material, notions and services",54.6
"1983-01","Purchase of passenger vehicles",57.7
"1983-01","Rental of passenger vehicles",57
"1983-01","Gasoline",62.5
"1983-01","Local and commuter transportation",38.8
"1983-01","Inter-city transportation",30.4
"1983-01","Personal care supplies and equipment",73.4
"1983-01","Personal care services",49.3
"1983-01","Recreational equipment and services (excluding recreational vehicles)",111.1
"1983-01","Purchase of recreational vehicles and outboard motors",49.2
"1983-01","Operation of recreational vehicles",50.3
"1983-01","Home entertainment equipment, parts and services",105.6
"1983-01","Education",28.6
"1983-01","Reading material (excluding textbooks)",41
"1983-01","Alcoholic beverages served in licensed establishments",46.2
"1983-01","Alcoholic beverages purchased from stores",48.8
"1983-01","Tobacco products and smokers' supplies",23.1
"1983-02","All-items",56.8
"1983-02","Meat",58.8
"1983-02","Dairy products and eggs",63.3
"1983-02","Bakery and cereal products (excluding baby food)",60.6
"1983-02","Fruit, fruit preparations and nuts",62.5
"1983-02","Vegetables and vegetable preparations",59.8
"1983-02","Food purchased from restaurants",52.4
"1983-02","Rented accommodation",59.6
"1983-02","Mortgage interest cost",84.1
"1983-02","Homeowners' replacement cost",57.6
"1983-02","Property taxes and other special charges",47.1
"1983-02","Homeowners' home and mortgage insurance",45.7
"1983-02","Homeowners' maintenance and repairs",60.8
"1983-02","Electricity",49.1
"1983-02","Water",41.1
"1983-02","Natural gas",58.3
"1983-02","Fuel oil and other fuels",60.9
"1983-02","Communications",82
"1983-02","Household cleaning products",75.1
"1983-02","Paper, plastic and aluminum foil supplies",59.2
"1983-02","Furniture",65.8
"1983-02","Household equipment",81.2
"1983-02","Services related to household furnishings and equipment",49
"1983-02","Clothing",66.8
"1983-02","Footwear",68.1
"1983-02","Clothing material, notions and services",55.6
"1983-02","Purchase of passenger vehicles",57.7
"1983-02","Rental of passenger vehicles",57
"1983-02","Gasoline",59.7
"1983-02","Local and commuter transportation",38.8
"1983-02","Inter-city transportation",30.5
"1983-02","Personal care supplies and equipment",73.7
"1983-02","Personal care services",49.9
"1983-02","Recreational equipment and services (excluding recreational vehicles)",111
"1983-02","Purchase of recreational vehicles and outboard motors",49.2
"1983-02","Operation of recreational vehicles",49.8
"1983-02","Home entertainment equipment, parts and services",106
"1983-02","Education",28.9
"1983-02","Reading material (excluding textbooks)",42
"1983-02","Alcoholic beverages served in licensed establishments",47.1
"1983-02","Alcoholic beverages purchased from stores",48.8
"1983-02","Tobacco products and smokers' supplies",23.2
"1983-03","All-items",57.4
"1983-03","Meat",57.7
"1983-03","Dairy products and eggs",63.3
"1983-03","Bakery and cereal products (excluding baby food)",60.6
"1983-03","Fruit, fruit preparations and nuts",61.8
"1983-03","Vegetables and vegetable preparations",62.8
"1983-03","Food purchased from restaurants",52.4
"1983-03","Rented accommodation",59.8
"1983-03","Mortgage interest cost",84.4
"1983-03","Homeowners' replacement cost",57.6
"1983-03","Property taxes and other special charges",47.1
"1983-03","Homeowners' home and mortgage insurance",45.6
"1983-03","Homeowners' maintenance and repairs",61.6
"1983-03","Electricity",49.2
"1983-03","Water",41.2
"1983-03","Natural gas",58.4
"1983-03","Fuel oil and other fuels",67.3
"1983-03","Communications",82.5
"1983-03","Household cleaning products",74
"1983-03","Paper, plastic and aluminum foil supplies",60
"1983-03","Furniture",66.5
"1983-03","Household equipment",82.2
"1983-03","Services related to household furnishings and equipment",50.5
"1983-03","Clothing",67.6
"1983-03","Footwear",68.6
"1983-03","Clothing material, notions and services",55.9
"1983-03","Purchase of passenger vehicles",57.7
"1983-03","Rental of passenger vehicles",55.9
"1983-03","Gasoline",67.8
"1983-03","Local and commuter transportation",39.8
"1983-03","Inter-city transportation",29.3
"1983-03","Personal care supplies and equipment",73.9
"1983-03","Personal care services",49.9
"1983-03","Recreational equipment and services (excluding recreational vehicles)",111.1
"1983-03","Purchase of recreational vehicles and outboard motors",49.2
"1983-03","Operation of recreational vehicles",52.3
"1983-03","Home entertainment equipment, parts and services",106.3
"1983-03","Education",28.9
"1983-03","Reading material (excluding textbooks)",42
"1983-03","Alcoholic beverages served in licensed establishments",47.1
"1983-03","Alcoholic beverages purchased from stores",49.2
"1983-03","Tobacco products and smokers' supplies",23.2
"1983-04","All-items",57.4
"1983-04","Meat",58.6
"1983-04","Dairy products and eggs",63
"1983-04","Bakery and cereal products (excluding baby food)",60.4
"1983-04","Fruit, fruit preparations and nuts",65.1
"1983-04","Vegetables and vegetable preparations",65.7
"1983-04","Food purchased from restaurants",52.6
"1983-04","Rented accommodation",60
"1983-04","Mortgage interest cost",84.5
"1983-04","Homeowners' replacement cost",57.5
"1983-04","Property taxes and other special charges",47.1
"1983-04","Homeowners' home and mortgage insurance",45.6
"1983-04","Homeowners' maintenance and repairs",61.8
"1983-04","Electricity",49.8
"1983-04","Water",41.4
"1983-04","Natural gas",58.4
"1983-04","Fuel oil and other fuels",67.3
"1983-04","Communications",82.8
"1983-04","Household cleaning products",74.4
"1983-04","Paper, plastic and aluminum foil supplies",60.2
"1983-04","Furniture",66.8
"1983-04","Household equipment",82.8
"1983-04","Services related to household furnishings and equipment",50.7
"1983-04","Clothing",67.9
"1983-04","Footwear",68.9
"1983-04","Clothing material, notions and services",55.7
"1983-04","Purchase of passenger vehicles",57.7
"1983-04","Rental of passenger vehicles",55.9
"1983-04","Gasoline",61.4
"1983-04","Local and commuter transportation",39.8
"1983-04","Inter-city transportation",29.2
"1983-04","Personal care supplies and equipment",74.6
"1983-04","Personal care services",49.9
"1983-04","Recreational equipment and services (excluding recreational vehicles)",111.2
"1983-04","Purchase of recreational vehicles and outboard motors",49.4
"1983-04","Operation of recreational vehicles",51.1
"1983-04","Home entertainment equipment, parts and services",106.2
"1983-04","Education",28.9
"1983-04","Reading material (excluding textbooks)",42
"1983-04","Alcoholic beverages served in licensed establishments",47.1
"1983-04","Alcoholic beverages purchased from stores",49.2
"1983-04","Tobacco products and smokers' supplies",23.8
"1983-05","All-items",57.5
"1983-05","Meat",59.7
"1983-05","Dairy products and eggs",62.8
"1983-05","Bakery and cereal products (excluding baby food)",61.5
"1983-05","Fruit, fruit preparations and nuts",67.5
"1983-05","Vegetables and vegetable preparations",71.5
"1983-05","Food purchased from restaurants",52.8
"1983-05","Rented accommodation",60
"1983-05","Mortgage interest cost",84.6
"1983-05","Homeowners' replacement cost",57.7
"1983-05","Property taxes and other special charges",47.1
"1983-05","Homeowners' home and mortgage insurance",45.5
"1983-05","Homeowners' maintenance and repairs",62
"1983-05","Electricity",49.8
"1983-05","Water",41.7
"1983-05","Natural gas",58.4
"1983-05","Fuel oil and other fuels",67.3
"1983-05","Communications",83
"1983-05","Household cleaning products",75
"1983-05","Paper, plastic and aluminum foil supplies",60.9
"1983-05","Furniture",65.1
"1983-05","Household equipment",82.7
"1983-05","Services related to household furnishings and equipment",50.5
"1983-05","Clothing",67.9
"1983-05","Footwear",69.2
"1983-05","Clothing material, notions and services",56.1
"1983-05","Purchase of passenger vehicles",58
"1983-05","Rental of passenger vehicles",55.9
"1983-05","Gasoline",57.1
"1983-05","Local and commuter transportation",39.7
"1983-05","Inter-city transportation",30.6
"1983-05","Personal care supplies and equipment",74.8
"1983-05","Personal care services",50.4
"1983-05","Recreational equipment and services (excluding recreational vehicles)",112.2
"1983-05","Purchase of recreational vehicles and outboard motors",51.3
"1983-05","Operation of recreational vehicles",49.9
"1983-05","Home entertainment equipment, parts and services",106.3
"1983-05","Education",28.9
"1983-05","Reading material (excluding textbooks)",42.1
"1983-05","Alcoholic beverages served in licensed establishments",47.6
"1983-05","Alcoholic beverages purchased from stores",49.4
"1983-05","Tobacco products and smokers' supplies",24.9
"1983-06","All-items",58.1
"1983-06","Meat",59.5
"1983-06","Dairy products and eggs",63.3
"1983-06","Bakery and cereal products (excluding baby food)",61.6
"1983-06","Fruit, fruit preparations and nuts",69.4
"1983-06","Vegetables and vegetable preparations",70.8
"1983-06","Food purchased from restaurants",52.9
"1983-06","Rented accommodation",60.3
"1983-06","Mortgage interest cost",84.8
"1983-06","Homeowners' replacement cost",57.8
"1983-06","Property taxes and other special charges",47.1
"1983-06","Homeowners' home and mortgage insurance",45.3
"1983-06","Homeowners' maintenance and repairs",63.4
"1983-06","Electricity",49.8
"1983-06","Water",41.7
"1983-06","Natural gas",58.4
"1983-06","Fuel oil and other fuels",67.3
"1983-06","Communications",83
"1983-06","Household cleaning products",74.7
"1983-06","Paper, plastic and aluminum foil supplies",60.8
"1983-06","Furniture",64.7
"1983-06","Household equipment",82.2
"1983-06","Services related to household furnishings and equipment",51.1
"1983-06","Clothing",68
"1983-06","Footwear",69.1
"1983-06","Clothing material, notions and services",56.4
"1983-06","Purchase of passenger vehicles",58.1
"1983-06","Rental of passenger vehicles",59.4
"1983-06","Gasoline",68
"1983-06","Local and commuter transportation",40
"1983-06","Inter-city transportation",32.4
"1983-06","Personal care supplies and equipment",74.7
"1983-06","Personal care services",50.4
"1983-06","Recreational equipment and services (excluding recreational vehicles)",112.2
"1983-06","Purchase of recreational vehicles and outboard motors",51.3
"1983-06","Operation of recreational vehicles",52.5
"1983-06","Home entertainment equipment, parts and services",106.5
"1983-06","Education",28.9
"1983-06","Reading material (excluding textbooks)",42.1
"1983-06","Alcoholic beverages served in licensed establishments",47.6
"1983-06","Alcoholic beverages purchased from stores",49.9
"1983-06","Tobacco products and smokers' supplies",25.3
"1983-07","All-items",58.4
"1983-07","Meat",59.2
"1983-07","Dairy products and eggs",63.8
"1983-07","Bakery and cereal products (excluding baby food)",61.9
"1983-07","Fruit, fruit preparations and nuts",72.3
"1983-07","Vegetables and vegetable preparations",70.6
"1983-07","Food purchased from restaurants",53.2
"1983-07","Rented accommodation",60.5
"1983-07","Mortgage interest cost",84.9
"1983-07","Homeowners' replacement cost",57.9
"1983-07","Property taxes and other special charges",47.1
"1983-07","Homeowners' home and mortgage insurance",45.5
"1983-07","Homeowners' maintenance and repairs",63.8
"1983-07","Electricity",50.1
"1983-07","Water",41.6
"1983-07","Natural gas",59.4
"1983-07","Fuel oil and other fuels",67.3
"1983-07","Communications",83.6
"1983-07","Household cleaning products",75.2
"1983-07","Paper, plastic and aluminum foil supplies",61.4
"1983-07","Furniture",65.3
"1983-07","Household equipment",82.2
"1983-07","Services related to household furnishings and equipment",51
"1983-07","Clothing",67.6
"1983-07","Footwear",69.3
"1983-07","Clothing material, notions and services",56.4
"1983-07","Purchase of passenger vehicles",58.3
"1983-07","Rental of passenger vehicles",59.4
"1983-07","Gasoline",68.7
"1983-07","Local and commuter transportation",40.2
"1983-07","Inter-city transportation",32.7
"1983-07","Personal care supplies and equipment",75.4
"1983-07","Personal care services",50.4
"1983-07","Recreational equipment and services (excluding recreational vehicles)",112.5
"1983-07","Purchase of recreational vehicles and outboard motors",51.5
"1983-07","Operation of recreational vehicles",52.7
"1983-07","Home entertainment equipment, parts and services",106.8
"1983-07","Education",28.9
"1983-07","Reading material (excluding textbooks)",42.1
"1983-07","Alcoholic beverages served in licensed establishments",47.6
"1983-07","Alcoholic beverages purchased from stores",50
"1983-07","Tobacco products and smokers' supplies",25.3
"1983-08","All-items",58.7
"1983-08","Meat",59
"1983-08","Dairy products and eggs",63.8
"1983-08","Bakery and cereal products (excluding baby food)",62.2
"1983-08","Fruit, fruit preparations and nuts",71.3
"1983-08","Vegetables and vegetable preparations",69.2
"1983-08","Food purchased from restaurants",53.3
"1983-08","Rented accommodation",61.5
"1983-08","Mortgage interest cost",84.9
"1983-08","Homeowners' replacement cost",58.1
"1983-08","Property taxes and other special charges",47.1
"1983-08","Homeowners' home and mortgage insurance",48.5
"1983-08","Homeowners' maintenance and repairs",64.5
"1983-08","Electricity",50.1
"1983-08","Water",41.6
"1983-08","Natural gas",59
"1983-08","Fuel oil and other fuels",67.4
"1983-08","Communications",83.6
"1983-08","Household cleaning products",76
"1983-08","Paper, plastic and aluminum foil supplies",61.5
"1983-08","Furniture",67.2
"1983-08","Household equipment",83
"1983-08","Services related to household furnishings and equipment",51.1
"1983-08","Clothing",68.2
"1983-08","Footwear",69.4
"1983-08","Clothing material, notions and services",56.4
"1983-08","Purchase of passenger vehicles",58.4
"1983-08","Rental of passenger vehicles",59.4
"1983-08","Gasoline",69.9
"1983-08","Local and commuter transportation",40.2
"1983-08","Inter-city transportation",32.7
"1983-08","Personal care supplies and equipment",75.5
"1983-08","Personal care services",50.5
"1983-08","Recreational equipment and services (excluding recreational vehicles)",112.9
"1983-08","Purchase of recreational vehicles and outboard motors",52.1
"1983-08","Operation of recreational vehicles",53.1
"1983-08","Home entertainment equipment, parts and services",106.8
"1983-08","Education",29
"1983-08","Reading material (excluding textbooks)",42.4
"1983-08","Alcoholic beverages served in licensed establishments",48.2
"1983-08","Alcoholic beverages purchased from stores",50.2
"1983-08","Tobacco products and smokers' supplies",25.7
"1983-09","All-items",58.7
"1983-09","Meat",58.9
"1983-09","Dairy products and eggs",64.3
"1983-09","Bakery and cereal products (excluding baby food)",62
"1983-09","Fruit, fruit preparations and nuts",68.8
"1983-09","Vegetables and vegetable preparations",61.4
"1983-09","Food purchased from restaurants",53.6
"1983-09","Rented accommodation",61.7
"1983-09","Mortgage interest cost",85.1
"1983-09","Homeowners' replacement cost",58.6
"1983-09","Property taxes and other special charges",47.1
"1983-09","Homeowners' home and mortgage insurance",48.6
"1983-09","Homeowners' maintenance and repairs",64.3
"1983-09","Electricity",50.1
"1983-09","Water",41.6
"1983-09","Natural gas",59
"1983-09","Fuel oil and other fuels",68.1
"1983-09","Communications",85.7
"1983-09","Household cleaning products",76.5
"1983-09","Paper, plastic and aluminum foil supplies",61.1
"1983-09","Furniture",67.3
"1983-09","Household equipment",83.7
"1983-09","Services related to household furnishings and equipment",51.3
"1983-09","Clothing",68.3
"1983-09","Footwear",69.8
"1983-09","Clothing material, notions and services",56.5
"1983-09","Purchase of passenger vehicles",58.4
"1983-09","Rental of passenger vehicles",59.2
"1983-09","Gasoline",69.2
"1983-09","Local and commuter transportation",40.2
"1983-09","Inter-city transportation",30.4
"1983-09","Personal care supplies and equipment",75.5
"1983-09","Personal care services",50.5
"1983-09","Recreational equipment and services (excluding recreational vehicles)",112.6
"1983-09","Purchase of recreational vehicles and outboard motors",52.1
"1983-09","Operation of recreational vehicles",52.9
"1983-09","Home entertainment equipment, parts and services",107.3
"1983-09","Education",29.8
"1983-09","Reading material (excluding textbooks)",42.5
"1983-09","Alcoholic beverages served in licensed establishments",48.2
"1983-09","Alcoholic beverages purchased from stores",51.7
"1983-09","Tobacco products and smokers' supplies",26.5
"1983-10","All-items",59.1
"1983-10","Meat",59.8
"1983-10","Dairy products and eggs",64.6
"1983-10","Bakery and cereal products (excluding baby food)",62.8
"1983-10","Fruit, fruit preparations and nuts",67.6
"1983-10","Vegetables and vegetable preparations",66.4
"1983-10","Food purchased from restaurants",53.8
"1983-10","Rented accommodation",62
"1983-10","Mortgage interest cost",85.3
"1983-10","Homeowners' replacement cost",58.7
"1983-10","Property taxes and other special charges",49.6
"1983-10","Homeowners' home and mortgage insurance",48.2
"1983-10","Homeowners' maintenance and repairs",64.1
"1983-10","Electricity",50.1
"1983-10","Water",41.6
"1983-10","Natural gas",59
"1983-10","Fuel oil and other fuels",68.1
"1983-10","Communications",86.1
"1983-10","Household cleaning products",76.6
"1983-10","Paper, plastic and aluminum foil supplies",61.8
"1983-10","Furniture",68.1
"1983-10","Household equipment",84.2
"1983-10","Services related to household furnishings and equipment",51.3
"1983-10","Clothing",68.6
"1983-10","Footwear",70
"1983-10","Clothing material, notions and services",56.4
"1983-10","Purchase of passenger vehicles",58.4
"1983-10","Rental of passenger vehicles",59.2
"1983-10","Gasoline",67.8
"1983-10","Local and commuter transportation",40.2
"1983-10","Inter-city transportation",30.8
"1983-10","Personal care supplies and equipment",76
"1983-10","Personal care services",50.5
"1983-10","Recreational equipment and services (excluding recreational vehicles)",113.6
"1983-10","Purchase of recreational vehicles and outboard motors",52.1
"1983-10","Operation of recreational vehicles",52.8
"1983-10","Home entertainment equipment, parts and services",108.1
"1983-10","Education",30.2
"1983-10","Reading material (excluding textbooks)",42.5
"1983-10","Alcoholic beverages served in licensed establishments",49.7
"1983-10","Alcoholic beverages purchased from stores",52.5
"1983-10","Tobacco products and smokers' supplies",27.2
"1983-11","All-items",59.1
"1983-11","Meat",59
"1983-11","Dairy products and eggs",65
"1983-11","Bakery and cereal products (excluding baby food)",63.1
"1983-11","Fruit, fruit preparations and nuts",63
"1983-11","Vegetables and vegetable preparations",66
"1983-11","Food purchased from restaurants",54
"1983-11","Rented accommodation",62.2
"1983-11","Mortgage interest cost",85.3
"1983-11","Homeowners' replacement cost",58.8
"1983-11","Property taxes and other special charges",49.6
"1983-11","Homeowners' home and mortgage insurance",48.3
"1983-11","Homeowners' maintenance and repairs",64.1
"1983-11","Electricity",50.2
"1983-11","Water",41.6
"1983-11","Natural gas",59.2
"1983-11","Fuel oil and other fuels",68
"1983-11","Communications",86.4
"1983-11","Household cleaning products",76.7
"1983-11","Paper, plastic and aluminum foil supplies",61.4
"1983-11","Furniture",67.9
"1983-11","Household equipment",83.9
"1983-11","Services related to household furnishings and equipment",51.7
"1983-11","Clothing",68.8
"1983-11","Footwear",70.4
"1983-11","Clothing material, notions and services",57.2
"1983-11","Purchase of passenger vehicles",60.1
"1983-11","Rental of passenger vehicles",59.2
"1983-11","Gasoline",66.5
"1983-11","Local and commuter transportation",40.2
"1983-11","Inter-city transportation",29.7
"1983-11","Personal care supplies and equipment",75.8
"1983-11","Personal care services",51.1
"1983-11","Recreational equipment and services (excluding recreational vehicles)",112.8
"1983-11","Purchase of recreational vehicles and outboard motors",52.2
"1983-11","Operation of recreational vehicles",52.4
"1983-11","Home entertainment equipment, parts and services",108.3
"1983-11","Education",30.2
"1983-11","Reading material (excluding textbooks)",42.6
"1983-11","Alcoholic beverages served in licensed establishments",50
"1983-11","Alcoholic beverages purchased from stores",52.6
"1983-11","Tobacco products and smokers' supplies",27.3
"1983-12","All-items",59.2
"1983-12","Meat",59.4
"1983-12","Dairy products and eggs",65.3
"1983-12","Bakery and cereal products (excluding baby food)",63.4
"1983-12","Fruit, fruit preparations and nuts",64.6
"1983-12","Vegetables and vegetable preparations",66.6
"1983-12","Food purchased from restaurants",54.1
"1983-12","Rented accommodation",62.5
"1983-12","Mortgage interest cost",85.3
"1983-12","Homeowners' replacement cost",59
"1983-12","Property taxes and other special charges",49.6
"1983-12","Homeowners' home and mortgage insurance",48.5
"1983-12","Homeowners' maintenance and repairs",64.8
"1983-12","Electricity",50.3
"1983-12","Water",41.6
"1983-12","Natural gas",59.3
"1983-12","Fuel oil and other fuels",68
"1983-12","Communications",86.4
"1983-12","Household cleaning products",77.4
"1983-12","Paper, plastic and aluminum foil supplies",61.6
"1983-12","Furniture",68.8
"1983-12","Household equipment",83.8
"1983-12","Services related to household furnishings and equipment",51.8
"1983-12","Clothing",68.5
"1983-12","Footwear",70.4
"1983-12","Clothing material, notions and services",57.2
"1983-12","Purchase of passenger vehicles",60.1
"1983-12","Rental of passenger vehicles",55.6
"1983-12","Gasoline",68.5
"1983-12","Local and commuter transportation",40.3
"1983-12","Inter-city transportation",31.3
"1983-12","Personal care supplies and equipment",75.6
"1983-12","Personal care services",51.1
"1983-12","Recreational equipment and services (excluding recreational vehicles)",112.5
"1983-12","Purchase of recreational vehicles and outboard motors",52.2
"1983-12","Operation of recreational vehicles",53
"1983-12","Home entertainment equipment, parts and services",107.5
"1983-12","Education",30.2
"1983-12","Reading material (excluding textbooks)",42.8
"1983-12","Alcoholic beverages served in licensed establishments",50
"1983-12","Alcoholic beverages purchased from stores",52.6
"1983-12","Tobacco products and smokers' supplies",27.3
"1984-01","All-items",59.6
"1984-01","Meat",60
"1984-01","Dairy products and eggs",66
"1984-01","Bakery and cereal products (excluding baby food)",63.4
"1984-01","Fruit, fruit preparations and nuts",66
"1984-01","Vegetables and vegetable preparations",74.9
"1984-01","Food purchased from restaurants",54.5
"1984-01","Rented accommodation",62.6
"1984-01","Mortgage interest cost",85.3
"1984-01","Homeowners' replacement cost",59.1
"1984-01","Property taxes and other special charges",49.6
"1984-01","Homeowners' home and mortgage insurance",48.5
"1984-01","Homeowners' maintenance and repairs",65.2
"1984-01","Electricity",51.4
"1984-01","Water",43.5
"1984-01","Natural gas",59.2
"1984-01","Fuel oil and other fuels",69.6
"1984-01","Communications",86.4
"1984-01","Household cleaning products",77.5
"1984-01","Paper, plastic and aluminum foil supplies",61.2
"1984-01","Furniture",69.1
"1984-01","Household equipment",83.8
"1984-01","Services related to household furnishings and equipment",51.9
"1984-01","Clothing",67
"1984-01","Footwear",68.9
"1984-01","Clothing material, notions and services",57.1
"1984-01","Purchase of passenger vehicles",60.1
"1984-01","Rental of passenger vehicles",55.6
"1984-01","Gasoline",70.8
"1984-01","Local and commuter transportation",41.7
"1984-01","Inter-city transportation",31.8
"1984-01","Personal care supplies and equipment",76.1
"1984-01","Personal care services",51.1
"1984-01","Recreational equipment and services (excluding recreational vehicles)",112.9
"1984-01","Purchase of recreational vehicles and outboard motors",52.2
"1984-01","Operation of recreational vehicles",53.7
"1984-01","Home entertainment equipment, parts and services",107.5
"1984-01","Education",30.2
"1984-01","Reading material (excluding textbooks)",42.9
"1984-01","Alcoholic beverages served in licensed establishments",50
"1984-01","Alcoholic beverages purchased from stores",52.5
"1984-01","Tobacco products and smokers' supplies",27.3
"1984-02","All-items",59.9
"1984-02","Meat",60.9
"1984-02","Dairy products and eggs",66.3
"1984-02","Bakery and cereal products (excluding baby food)",63.3
"1984-02","Fruit, fruit preparations and nuts",68.1
"1984-02","Vegetables and vegetable preparations",80.4
"1984-02","Food purchased from restaurants",54.5
"1984-02","Rented accommodation",62.9
"1984-02","Mortgage interest cost",85.2
"1984-02","Homeowners' replacement cost",59.2
"1984-02","Property taxes and other special charges",49.6
"1984-02","Homeowners' home and mortgage insurance",48.5
"1984-02","Homeowners' maintenance and repairs",65.2
"1984-02","Electricity",52.9
"1984-02","Water",43.6
"1984-02","Natural gas",59.3
"1984-02","Fuel oil and other fuels",69.6
"1984-02","Communications",85.5
"1984-02","Household cleaning products",77.2
"1984-02","Paper, plastic and aluminum foil supplies",61.4
"1984-02","Furniture",68.6
"1984-02","Household equipment",84.1
"1984-02","Services related to household furnishings and equipment",51.9
"1984-02","Clothing",69
"1984-02","Footwear",69.6
"1984-02","Clothing material, notions and services",57.4
"1984-02","Purchase of passenger vehicles",60.1
"1984-02","Rental of passenger vehicles",55.2
"1984-02","Gasoline",70.6
"1984-02","Local and commuter transportation",41.8
"1984-02","Inter-city transportation",31.8
"1984-02","Personal care supplies and equipment",76.2
"1984-02","Personal care services",51.7
"1984-02","Recreational equipment and services (excluding recreational vehicles)",113.6
"1984-02","Purchase of recreational vehicles and outboard motors",52.2
"1984-02","Operation of recreational vehicles",53.6
"1984-02","Home entertainment equipment, parts and services",107.5
"1984-02","Education",30.3
"1984-02","Reading material (excluding textbooks)",43
"1984-02","Alcoholic beverages served in licensed establishments",50.3
"1984-02","Alcoholic beverages purchased from stores",52.5
"1984-02","Tobacco products and smokers' supplies",27.3
"1984-03","All-items",60
"1984-03","Meat",60.8
"1984-03","Dairy products and eggs",67.2
"1984-03","Bakery and cereal products (excluding baby food)",65
"1984-03","Fruit, fruit preparations and nuts",68
"1984-03","Vegetables and vegetable preparations",82.6
"1984-03","Food purchased from restaurants",54.7
"1984-03","Rented accommodation",62.9
"1984-03","Mortgage interest cost",85.2
"1984-03","Homeowners' replacement cost",59.5
"1984-03","Property taxes and other special charges",49.6
"1984-03","Homeowners' home and mortgage insurance",49.2
"1984-03","Homeowners' maintenance and repairs",65.5
"1984-03","Electricity",52.9
"1984-03","Water",43.9
"1984-03","Natural gas",59.3
"1984-03","Fuel oil and other fuels",69.8
"1984-03","Communications",85.4
"1984-03","Household cleaning products",77.4
"1984-03","Paper, plastic and aluminum foil supplies",62.9
"1984-03","Furniture",69.9
"1984-03","Household equipment",84.6
"1984-03","Services related to household furnishings and equipment",52.2
"1984-03","Clothing",69.5
"1984-03","Footwear",70.7
"1984-03","Clothing material, notions and services",57.5
"1984-03","Purchase of passenger vehicles",60.2
"1984-03","Rental of passenger vehicles",55.2
"1984-03","Gasoline",67.7
"1984-03","Local and commuter transportation",42
"1984-03","Inter-city transportation",31.4
"1984-03","Personal care supplies and equipment",76.3
"1984-03","Personal care services",51.7
"1984-03","Recreational equipment and services (excluding recreational vehicles)",113.7
"1984-03","Purchase of recreational vehicles and outboard motors",52.2
"1984-03","Operation of recreational vehicles",53.1
"1984-03","Home entertainment equipment, parts and services",107.8
"1984-03","Education",30.3
"1984-03","Reading material (excluding textbooks)",43.1
"1984-03","Alcoholic beverages served in licensed establishments",50.3
"1984-03","Alcoholic beverages purchased from stores",53.1
"1984-03","Tobacco products and smokers' supplies",27.4
"1984-04","All-items",60.2
"1984-04","Meat",61.4
"1984-04","Dairy products and eggs",67.2
"1984-04","Bakery and cereal products (excluding baby food)",64.7
"1984-04","Fruit, fruit preparations and nuts",70.7
"1984-04","Vegetables and vegetable preparations",79.2
"1984-04","Food purchased from restaurants",54.9
"1984-04","Rented accommodation",63.1
"1984-04","Mortgage interest cost",85.2
"1984-04","Homeowners' replacement cost",59.7
"1984-04","Property taxes and other special charges",49.6
"1984-04","Homeowners' home and mortgage insurance",49.4
"1984-04","Homeowners' maintenance and repairs",65.5
"1984-04","Electricity",53.4
"1984-04","Water",44.1
"1984-04","Natural gas",59.3
"1984-04","Fuel oil and other fuels",69.8
"1984-04","Communications",85.4
"1984-04","Household cleaning products",76.6
